application_id,age,gender,education,marital_status,dependents,employment_type,employment_length_years,occupation,annual_income,monthly_income,credit_score,existing_loans,total_existing_debt,credit_history_length_years,num_credit_inquiries_6m,delinquent_accounts,loan_amount,loan_term_months,loan_purpose,interest_rate,debt_to_income_ratio,loan_to_income_ratio,monthly_payment,payment_to_income_ratio,property_value,property_type,bank_customer_years,savings_account_balance,checking_account_balance,loan_default
22515,41,Female,Master,Married,3,Salaried,,Clerical,20000.0,1666.67,581,1,8460.58,12.6,1,0,28686.09,36,Debt Consolidation,13.64,0.423,1.434,975.41,0.585,62152.04,Apartment,8.4,7869.94,518.83,1
22516,42,F,Bachelor,Married,1,Salaried,6.5,Sales,72327.33,6027.28,586,0,22875.86,15.7,0,1,24000.31,24,Medical,9.55,0.316,0.332,1102.51,0.183,79751.26,Condo,6.0,383.72,26.82,1
22517,37,Female,High School,Divorced,1,Salaried,3.1,Professional,45580.41,3798.37,632,1,17302.98,2.5,0,0,16206.76,36,Home Improvement,18.53,0.38,0.356,590.23,0.155,180269.94,Apartment,8.1,3878.27,11367.03,0
22518,25,F,High School,single,0,Self-Employed,6.0,Other,20000.0,1666.67,629,1,20909.69,,1,0,9081.72,36,Debt Consolidation,9.73,1.045,0.454,291.89,0.175,258001.8,Apartment,9.4,4801.71,495.38,1
22519,27,Female,High School,Married,1,Self-Employed,4.5,Clerical,56742.24,4728.52,699,2,22018.03,1.2,0,0,41327.56,48,Other,11.21,0.388,0.728,1072.35,0.227,,house,0.2,118.02,534.7,0
22520,68,Male,Master,Divorced,0,Self-Employed,6.4,Clerical,137601.57,11466.8,776,3,3624.04,6.6,1,0,20498.74,36,Debt Consolidation,9.56,0.026,0.149,657.21,0.057,630953.05,House,3.7,,50000.0,0
22521,24,Female,Bachelor,Married,1,Salaried,24.6,Other,82220.49,6851.71,768,1,4382.97,,2,0,61351.66,24,Medical,7.29,0.053,0.746,2754.94,0.402,263187.48,Condo,2.5,4726.06,580.14,0
22522,53,Female,PhD,Married,1,Salaried,0.3,Professional,20000.0,1666.67,518,1,54664.61,1.0,2,0,59127.95,36,Medical,7.49,2.0,2.0,1838.98,1.0,289087.04,None,15.0,1800.34,1294.37,1
22523,26,Male,High School,Divorced,3,Self-Employed,19.8,Service,62043.95,5170.33,707,2,2464.38,1.3,1,0,11880.67,36,Business,17.84,0.04,0.191,428.56,0.083,194201.42,House,11.3,3847.84,161.29,0
22524,37,Male,High School,Single,3,Salaried,,Service,190462.79,15871.9,759,0,15289.37,1.0,2,1,33280.43,60,Debt Consolidation,12.45,0.08,0.175,747.89,0.047,177600.65,None,21.3,18547.29,1067.07,0
22525,21,Male,Bachelor,Single,2,Salaried,6.4,Other,58163.06,4846.92,722,1,15383.59,7.8,2,0,21010.02,12,Other,21.05,0.264,0.361,1956.83,0.404,139215.03,Condo,22.5,1424.64,111.66,0
22526,33,Female,Bachelor,Single,0,Self-Employed,2.7,Sales,107102.92,8925.24,755,3,1242.7,5.1,1,0,19002.54,12,Education,21.74,0.012,0.177,1776.15,0.199,284354.45,House,0.5,,711.3,0
22527,39,Female,Bachelor,Married,4,Self-Employed,1.4,Professional,115024.06,9585.34,723,1,7043.48,4.4,0,1,34897.24,48,Debt Consolidation,8.22,0.061,0.303,855.55,0.089,356333.56,House,24.9,44.52,189.69,0
22528,22,Male,Bachelor,Divorced,1,Salaried,18.9,Sales,403645.1451425568,1666.67,635,1,8756.77,15.3,1,1,15376.06,12,Debt Consolidation,8.91,0.438,0.769,1344.02,0.806,79642.57,Apartment,10.4,435.67,4414.12,0
22529,35,Male,Master,Married,3,Salaried,8.4,Clerical,40437.79,3369.82,718,5,20226.57,,2,0,10425.25,36,Debt Consolidation,11.98,0.5,0.258,346.17,0.103,96661.73,House,0.7,1357.09,353.86,0
22530,35,Female,Bachelor,Married,4,Salaried,17.1,Sales,53421.14,4451.76,659,2,25620.95,3.3,2,0,39801.04,24,Debt Consolidation,15.54,0.48,0.745,1940.05,0.436,55878.0,House,2.6,10768.53,1189.42,0
22531,42,Male,Bachelor,Divorced,0,Salaried,4.8,Sales,68490.31,5707.53,681,0,6565.82,25.1,1,0,13516.87,24,Business,13.61,0.096,0.197,646.5,0.113,394016.62,Condo,1.2,1172.48,490.68,1
22532,23,Female,Bachelor,Single,1,Salaried,3.1,Service,27950.5,2329.21,516,4,3672.17,3.2,1,1,14304.47,36,Other,6.31,0.131,0.512,437.18,0.188,90691.14,House,2.5,3712.02,5016.01,1
22533,38,Male,Bachelor,Single,3,Self-Employed,20.1,Professional,31546.8,2628.9,644,2,2075.36,8.9,1,0,54265.66,48,Debt Consolidation,5.1,0.066,1.72,1252.16,0.476,566795.32,Condo,0.1,8242.28,324.26,0
22534,28,Female,Bachelor,Divorced,1,Self-Employed,5.9,Technician,57902.88,4825.24,698,1,419.51,,1,0,12980.96,12,Education,22.92,0.007,0.224,1220.7,0.253,243246.36,Condo,3.2,1021.88,94.82,0
22535,44,Male,Bachelor,single,1,Salaried,0.2,Clerical,120024.9,10002.07,690,1,2174.75,9.2,0,0,24342.15,12,Other,21.49,0.018,0.203,2272.32,0.227,,Apartment,0.7,34695.34,1006.37,0
22536,64,F,High School,Married,3,Salaried,28.9,Sales,55199.65,4599.97,476,4,39053.12,19.4,1,0,26271.02,24,Business,16.9,0.707,0.476,1297.64,0.282,136021.4,Apartment,11.9,8516.68,2782.26,0
22537,28,Male,Bachelor,Married,1,Unemployed,22.2,Professional,89550.44,7462.54,684,1,2440.67,2.5,0,0,39391.07,48,Business,6.71,0.027,0.44,937.98,0.126,62227.02,House,2.7,476.93,939.57,0
22538,30,Male,Bachelor,Married,1,Salaried,5.5,Professional,80134.67,6677.89,654,0,4987.39,,0,0,14909.12,60,Business,12.63,0.062,0.186,336.41,0.05,91299.83,House,,806.39,90.72,0
22539,21,F,bachelor,Married,0,Self-Employed,,Professional,41347.68,3445.64,850,1,752.17,,1,1,7787.94,48,Home Improvement,14.14,0.018,0.188,213.36,0.062,253852.85,House,16.3,100000.0,233.56,0
22540,50,Female,Bachelor,Married,2,Salaried,0.8,Service,38623.93,3218.66,721,1,4584.76,4.8,0,0,14041.24,36,Home Improvement,17.28,0.119,0.364,502.57,0.156,299309.28,House,7.4,322.67,1165.59,0
22541,33,Other,Bachelor,Divorced,2,Salaried,0.3,Professional,20000.0,1666.67,848,1,168609.22,11.8,2,1,9811.83,60,Debt Consolidation,14.15,2.0,0.491,229.07,0.137,147161.76,House,1.3,16284.5,100.87,0
22542,50,Male,High School,married,2,Salaried,4.2,Technician,55164.5,4597.04,567,1,582.47,15.6,0,0,23732.05,48,Medical,14.93,0.011,0.43,659.64,0.143,99134.59,None,2.1,3288.77,1989.23,1
22543,40,Male,Master,Married,0,Self-Employed,11.8,Technician,57520.35,4793.36,695,0,1287.58,1.0,0,0,6574.98,36,Debt Consolidation,5.69,0.022,0.114,199.1,0.042,96696.83,house,4.0,2888.68,101.1,0
22544,30,Male,bachelor,Married,1,Self-Employed,3.6,Manager,80444.05,6703.67,669,0,17574.24,10.2,1,0,20369.78,36,Medical,7.87,0.218,0.253,637.09,0.095,283873.31,Condo,11.5,473.36,2220.55,0
22545,29,Male,Bachelor,Single,2,Self-Employed,3.1,Professional,21394.18,1782.85,850,1,23258.63,7.0,2,0,18033.8,60,Home Improvement,8.48,1.087,0.843,369.82,0.207,100244.32,None,3.2,1430.29,841.6,0
22546,36,Female,Bachelor,Single,0,Salaried,,Other,124513.48,10376.12,500,3,43689.42,10.1,1,0,52242.89,36,Home Improvement,19.52,0.351,0.42,1928.78,0.186,194731.44,Condo,2.3,31012.89,1985.73,0
22547,44,Female,High School,Single,0,Salaried,0.9,Professional,29180.82,2431.74,605,1,4671.25,1.0,0,0,15470.35,36,Business,12.62,0.16,0.53,518.43,0.213,182796.23,House,30.0,489.27,443.17,1
22548,21,Female,Bachelor,Married,0,Self-Employed,10.5,Technician,65782.02,5481.84,480,1,8866.67,,2,0,29090.22,36,Debt Consolidation,21.43,0.135,0.442,1102.41,0.201,88591.87,House,3.3,,25238.06,1
22549,31,Male,Bachelor,Single,3,Self-Employed,2.1,Service,38353.76,3196.15,600,1,955.38,14.7,0,1,29288.03,24,Debt Consolidation,21.97,0.025,0.764,1518.98,0.475,56780.52,Condo,17.2,862.87,7981.89,0
22550,54,F,Bachelor,Married,0,Contract,37.2,Service,206863.49,17238.62,653,2,26092.94,1.0,4,0,15548.29,24,Education,14.28,0.126,0.075,748.58,0.043,316650.15,Condo,0.1,20267.26,381.9,0
22551,32,Male,Master,Married,1,Self-Employed,1.1,Clerical,37001.57,3083.46,641,3,16695.01,4.5,2,1,26832.08,48,Debt Consolidation,5.16,0.451,0.725,619.87,0.201,325987.97,Apartment,0.5,14170.87,120.56,0
22552,31,Female,Bachelor,Married,3,Salaried,15.0,Other,26851.7,2237.64,681,1,2837.69,10.4,0,1,39269.53,24,Debt Consolidation,24.83,0.106,1.462,2092.53,0.935,150969.35,Apartment,12.6,729.99,24466.93,1
22553,21,Female,High School,Married,0,Salaried,6.8,Manager,67272.86,5606.07,562,2,2667.18,14.1,0,1,66380.21,36,Debt Consolidation,23.61,0.04,0.987,2590.71,0.462,192951.08,House,11.1,,1915.54,0
22554,35,Female,High School,Divorced,0,Self-Employed,14.9,Technician,20000.0,1666.67,821,0,25608.87,22.6,1,0,24934.96,48,Other,21.36,1.28,1.247,776.96,0.466,130925.37,House,0.2,64508.12,1384.42,0
22555,21,Female,bachelor,Single,2,Self-Employed,,Sales,43217.61,3601.47,714,0,44174.28,16.0,0,0,48212.37,60,Other,13.55,1.022,1.116,1110.6,0.308,536907.67,Apartment,0.8,16723.16,1066.1,0
22556,51,Female,Master,Single,2,Self-Employed,10.0,Sales,36624.93,3052.08,752,1,8046.79,,2,1,25123.55,24,Business,23.76,0.22,0.686,1325.3,0.434,139291.1,House,6.3,,645.84,0
22557,31,F,High School,Married,3,Salaried,0.7,Sales,85117.44,7093.12,679,1,4986.02,,1,0,18777.16,24,Debt Consolidation,17.08,0.059,0.221,929.11,0.131,54548.42,House,,2685.47,886.92,0
22558,35,Female,High School,Single,3,Contract,0.3,Service,186925.27,15577.11,546,3,3538.74,26.3,0,0,32383.55,48,Home Improvement,8.43,0.019,0.173,797.13,0.051,82800.82,Condo,2.0,10046.72,363.56,0
22559,28,M,Bachelor,Single,1,Salaried,,Clerical,38889.23,3240.77,627,1,7558.0,13.5,1,0,12015.66,24,Debt Consolidation,22.65,0.194,0.309,627.21,0.194,125265.01,Condo,6.9,1837.49,493.46,0
22560,33,Female,Master,Married,2,Salaried,11.9,Professional,20000.0,1666.67,590,2,200000.0,2.1,1,0,24222.05,12,Medical,8.9,2.0,1.211,2117.13,1.0,194369.84,Apartment,,2653.38,158.35,1
22561,59,Male,Bachelor,Married,1,Salaried,2.5,Clerical,30917.88,2576.49,630,2,3495.22,15.4,0,1,59396.33,36,Education,11.98,0.113,1.921,1972.24,0.765,121653.98,Apartment,15.4,15411.49,806.78,0
22562,43,Male,Bachelor,Married,1,Salaried,7.3,Professional,171646.23,14303.85,541,1,2827.68,8.4,1,0,10713.61,48,Home Improvement,6.53,0.016,0.062,254.22,0.018,151136.36,House,4.9,62974.44,1011.36,1
22563,41,Male,Master,Married,1,Salaried,3.1,Clerical,20000.0,1666.67,493,2,5756.0,1.2,0,1,26796.85,24,Education,10.52,0.288,1.34,1242.98,0.746,,None,24.9,12841.99,1096.29,1
22564,40,Male,Bachelor,single,1,Salaried,2.2,Technician,51888.38,4324.03,485,3,32035.51,2.5,3,0,19777.82,48,Debt Consolidation,5.3,0.617,0.381,458.16,0.106,219256.93,Condo,0.2,,2411.67,0
22565,21,Male,PhD,Single,2,Salaried,2.4,Sales,100457.51,8371.46,722,0,1346.5,1.0,2,1,38228.31,48,Debt Consolidation,13.92,0.013,0.381,1043.11,0.125,130729.76,Apartment,1.5,,250.8,0
22566,57,Female,Bachelor,Divorced,0,Salaried,0.1,Clerical,35406.09,2950.51,662,2,996.77,1.0,2,1,13321.18,12,Business,17.54,0.028,0.376,1218.37,0.413,115817.76,None,,34050.24,736.03,0
22567,21,Male,Bachelor,Single,2,Salaried,0.2,Service,27333.04,2277.75,715,0,184573.04,8.7,0,1,27282.12,36,Education,24.11,2.0,0.998,1071.93,0.471,184363.21,Condo,1.2,21665.49,1440.22,1
22568,27,M,High School,Married,2,Salaried,2.2,Clerical,66329.81,5527.48,850,2,27909.92,,0,1,10724.65,48,Debt Consolidation,18.83,0.421,0.162,319.71,0.058,168290.8,Apartment,2.2,,1631.49,0
22569,28,Male,Bachelor,Single,0,Self-Employed,1.7,Technician,40276.44,3356.37,615,1,39700.41,11.1,2,0,6481.15,48,Home Improvement,17.94,0.986,0.161,190.18,0.057,50000.0,House,0.7,100000.0,8019.35,0
22570,44,Male,Bachelor,Single,1,Self-Employed,1.4,Technician,38007.56,3167.3,678,0,68484.52,3.1,0,0,19552.16,24,Home Improvement,12.93,1.802,0.514,928.9,0.293,120479.84,Condo,6.1,1928.85,41.71,0
22571,38,Female,Master,Married,2,Unemployed,2.6,Technician,26189.82,2182.48,717,2,16962.88,4.9,4,0,5000.0,36,Home Improvement,9.14,0.648,0.191,159.32,0.073,122844.12,Apartment,6.5,12741.05,3918.38,0
22572,27,Male,Master,Single,0,Salaried,0.1,Sales,84609.19,7050.77,748,2,5954.94,5.4,1,0,23674.94,36,Debt Consolidation,10.09,0.07,0.28,764.92,0.108,188116.83,House,2.2,8754.45,18938.72,0
22573,39,Female,Bachelor,Divorced,3,Contract,10.8,Sales,71955.92,5996.33,707,2,36.6,2.8,0,0,24362.04,60,Debt Consolidation,5.13,0.001,0.339,461.19,0.077,,House,3.7,4938.98,1976.6,1
22574,44,Male,PhD,Single,2,Salaried,5.3,Sales,45795.56,3816.3,674,1,200000.0,16.0,0,0,23758.42,24,Business,11.73,2.0,0.519,1115.4,0.292,212011.02,Apartment,4.7,504.27,2916.53,1
22575,53,Other,Master,single,0,Unemployed,0.6,Other,77440.9,6453.41,631,1,1227.71,18.4,0,2,33565.95,36,Education,22.8,0.016,0.433,1295.83,0.201,132499.22,None,2.8,33.59,401.15,1
22576,36,Female,Master,single,5,Salaried,5.8,Other,20000.0,1666.67,677,1,7806.05,2.0,1,0,48766.63,60,Home Improvement,13.05,0.39,2.0,1110.84,0.667,205480.74,House,14.9,10743.16,2539.1,0
22577,51,Female,Bachelor,single,0,Salaried,1.5,Technician,89558.45,7463.2,500,2,599.18,14.6,2,0,100000.0,12,Debt Consolidation,16.99,0.007,1.117,9120.0,1.0,278879.41,Condo,1.1,3534.63,47.82,1
22578,45,Male,Bachelor,Married,2,Salaried,2.0,Service,37821.2,3151.77,681,5,2180.55,1.0,1,2,7453.56,24,Debt Consolidation,12.59,0.058,0.197,352.92,0.112,145669.56,None,18.4,2493.43,2037.43,1
22579,21,F,Bachelor,Married,1,Salaried,2.8,Manager,67309.3,5609.11,695,2,21635.19,8.4,0,0,20879.6,36,Home Improvement,16.44,0.321,0.31,738.61,0.132,,House,8.7,4198.16,616.63,0
22580,21,Female,bachelor,Divorced,0,Salaried,4.3,Clerical,20105.2,1675.43,667,0,22639.0,18.6,1,0,38882.79,48,Home Improvement,21.72,1.126,1.934,1219.14,0.728,89645.64,House,1.9,56242.41,594.92,0
22581,34,Female,Master,Married,2,Salaried,0.1,Manager,61180.87,5098.41,612,3,15559.27,1.8,0,1,14433.07,48,Education,24.61,0.254,0.236,475.43,0.093,,Apartment,6.7,338.25,272.06,0
22582,50,Other,High School,Divorced,0,Self-Employed,6.1,Manager,28138.89,2344.91,546,3,2071.15,11.4,0,0,33203.96,12,Debt Consolidation,12.26,0.074,1.18,2954.17,1.0,390965.32,Condo,0.2,3028.92,2112.93,0
22583,52,Male,Bachelor,Single,0,Salaried,6.3,Clerical,33519.39,2793.28,785,0,12072.55,,2,0,31568.06,36,Education,15.28,0.36,0.942,1098.65,0.393,,House,19.2,1580.24,371.41,0
22584,23,F,Bachelor,Divorced,0,Salaried,0.1,Service,61952.76,5162.73,565,3,27203.35,4.7,0,0,169209.39861995282,24,Home Improvement,19.5,0.439,0.208,651.74,0.126,250446.8,None,0.4,459.07,128.81,0
22585,21,Female,Master,Married,1,Salaried,0.8,Sales,20154.2,1679.52,743,2,1286.99,1.0,3,0,16631.7,48,Business,10.71,0.064,0.825,427.52,0.255,114185.19,None,14.3,32445.61,253.34,0
22586,29,Female,Bachelor,Divorced,1,Self-Employed,,Sales,46541.74,3878.48,732,2,10468.82,,0,0,25552.03,48,Education,12.46,0.225,0.549,678.67,0.175,210866.67,Apartment,5.9,13398.37,130.09,0
22587,21,Female,High School,Single,1,Self-Employed,,Service,47342.36,3945.2,672,4,26836.35,5.0,3,0,12508.42,48,Medical,20.36,0.567,0.264,383.04,0.097,465932.22,House,0.7,2274.94,232.42,0
22588,31,Male,High School,Single,2,Salaried,3.0,Other,23939.32,1994.94,751,3,7119.93,16.1,0,0,5150.27,12,Debt Consolidation,24.67,0.297,0.215,488.68,0.245,302733.13,None,11.5,541.32,9387.07,0
22589,35,Male,Master,Married,2,Salaried,2.9,Clerical,20000.0,1666.67,762,2,4107.82,12.3,4,0,100000.0,36,Home Improvement,23.22,0.205,2.0,3882.45,1.0,369548.22,Apartment,3.9,3.23,2201.02,0
22590,42,Female,Bachelor,Single,1,Self-Employed,2.6,Service,53898.34,4491.53,766,0,137.38,6.6,1,0,52636.66,36,Other,7.61,0.003,0.977,1639.99,0.365,196623.31,Apartment,0.8,479.49,11076.57,0
22591,39,Male,Master,Single,2,Salaried,0.7,Other,29784.21,2482.02,759,4,79186.08,2.1,1,1,5000.0,36,Debt Consolidation,23.46,2.0,0.168,194.75,0.078,357919.37,House,2.1,3638.04,362.68,1
22592,36,Male,Master,Single,0,Salaried,16.9,Technician,35952.96,2996.08,776,3,2526.55,4.1,1,0,33728.8,12,Business,21.07,0.07,0.938,3141.75,1.0,,None,,90313.05,3084.3,1
22593,27,Male,High School,Single,2,Salaried,2.0,Technician,20000.0,1666.67,740,0,17923.75,10.0,0,1,24775.24,36,Debt Consolidation,7.83,0.896,1.239,774.42,0.465,175200.82,Apartment,5.4,45097.83,636.36,1
22594,55,Male,Bachelor,Single,1,Salaried,7.5,Other,77573.16,6464.43,604,2,200000.0,4.7,1,0,39560.42,48,Home Improvement,12.55,2.0,0.51,1052.49,0.163,50000.0,None,4.9,,1477.54,0
22595,25,Male,High School,Married,2,Self-Employed,0.1,Sales,73728.26,6144.02,630,1,127861.66,1.2,2,1,20620.28,36,Debt Consolidation,22.52,1.734,0.28,793.06,0.129,274764.98,Apartment,6.8,,63.43,0
22596,42,Female,Bachelor,single,0,Salaried,0.8,Manager,62506.39,5208.87,534,3,8842.07,1.8,0,0,32684.16,36,Debt Consolidation,9.05,0.141,0.523,1040.11,0.2,174994.33,Apartment,8.7,527.12,771.18,0
22597,37,Male,Bachelor,Single,0,Self-Employed,1.4,Other,353734.24,29477.85,717,1,2804.55,10.6,2,0,36166.42,48,Debt Consolidation,18.32,0.008,0.102,1068.45,0.036,138321.74,House,8.5,462.76,1490.59,0
22598,34,Female,Master,Married,1,Salaried,3.9,Manager,167074.27,13922.86,641,5,123287.6,3.4,0,0,13434.48,36,Home Improvement,21.42,0.738,0.08,509.05,0.037,157421.21,Apartment,3.2,20294.87,499.71,0
22599,57,Male,High School,Married,1,Self-Employed,6.9,Sales,68426.91,5702.24,612,3,68505.49,30.0,2,0,45707.86,48,Other,22.84,1.001,0.668,1461.0,0.256,131603.0,House,4.7,55619.6,24190.43,1
22600,46,Male,Master,Divorced,1,Self-Employed,11.6,Clerical,84375.22,7031.27,665,2,7893.55,5.8,1,1,12472.67,36,Business,12.26,0.094,0.148,415.82,0.059,229785.53,Condo,20.0,4161.61,2394.81,0
22601,36,Female,Bachelor,single,1,Salaried,15.8,Service,74029.51,6169.13,751,2,2672.65,14.2,2,0,30720.38,36,Medical,22.2,0.036,0.415,1176.41,0.191,55820.32,Condo,0.4,,8255.41,0
22602,41,Male,High School,Single,1,Contract,,Professional,173754.77,14479.56,751,1,113177.32,9.1,1,0,23185.18,24,Home Improvement,20.98,0.651,0.133,1191.16,0.082,68827.08,None,1.4,1820.64,8454.81,1
22603,35,M,Bachelor,Married,0,Salaried,1.4,Sales,64781.58,5398.46,737,1,200000.0,11.8,0,0,5000.0,24,Debt Consolidation,19.04,2.0,0.077,252.14,0.047,153278.39,Apartment,0.4,,144.98,0
22604,24,Male,Master,Married,1,Salaried,7.2,Professional,20000.0,1666.67,643,1,140423.12,10.5,2,0,70269.48,48,Debt Consolidation,10.33,2.0,2.0,1793.37,1.0,86381.67,House,6.1,731.31,509.67,0
22605,57,Female,Bachelor,Single,0,Self-Employed,2.3,Manager,75766.05,6313.84,647,1,37772.49,4.7,2,0,32622.38,48,Debt Consolidation,19.14,0.499,0.431,977.82,0.155,50000.0,House,6.7,2101.06,1886.72,0
22606,37,Male,Bachelor,Married,1,Salaried,10.7,Service,38847.37,3237.28,670,1,3473.01,1.0,0,0,46671.44,24,Other,24.21,0.089,1.201,2472.46,0.764,182031.77,None,9.3,157.98,3229.65,0
22607,45,Female,Master,Single,0,Salaried,20.9,Professional,49923.01,4160.25,595,2,40732.44,3.9,1,0,26267.53,60,Business,7.22,0.816,0.526,522.86,0.126,285807.66,House,0.0,21522.63,180.97,1
22608,31,Female,Bachelor,Divorced,3,Salaried,2.9,Clerical,99392.83,8282.74,587,2,30511.99,6.7,1,0,14837.4,48,Debt Consolidation,7.55,0.307,0.149,359.1,0.043,218643.1,Condo,8.6,686.23,2033.44,0
22609,47,Female,Master,Married,3,Self-Employed,8.9,Clerical,20000.0,1666.67,850,0,16910.82,20.6,3,0,25440.5,60,Business,21.84,0.846,1.272,700.33,0.42,,None,6.1,5252.42,2854.97,0
22610,33,Female,Master,Married,0,Salaried,5.0,Technician,40135.95,3344.66,614,0,978.53,3.3,1,0,31512.28,12,Education,12.9,0.024,0.785,2813.11,0.841,211644.82,House,1.2,6165.34,229.26,1
22611,24,Male,High School,Single,1,Contract,5.0,Sales,39144.01,3262.0,614,1,8574.78,3.7,0,0,164007.76416893935,24,Education,8.59,0.219,0.67,1192.69,0.366,155101.47,Condo,0.5,628.78,5324.45,0
22612,35,Female,Bachelor,Married,0,Salaried,2.1,Manager,56603.62,4716.97,818,2,16374.5,,1,0,25999.13,48,Business,17.27,0.289,0.459,753.84,0.16,,None,1.7,3680.06,16.61,0
22613,43,Female,Bachelor,Married,3,Unemployed,0.6,Other,22030.67,1835.89,606,0,26093.53,3.9,2,0,10110.87,12,Home Improvement,7.6,1.184,0.459,877.66,0.478,312212.17,House,,100.02,10531.55,0
22614,27,Male,Bachelor,Married,1,Self-Employed,2.7,Professional,51723.55,4310.3,685,1,10015.78,7.4,1,0,60513.84,24,Business,21.48,0.194,1.17,3123.83,0.725,176345.19,House,8.2,10743.27,188.98,0
22615,22,Other,High School,Married,4,Self-Employed,1.3,Clerical,55218.78,4601.56,708,1,22795.12,,2,0,27117.56,60,Home Improvement,11.9,0.413,0.491,601.85,0.131,55313.06,house,4.4,5159.81,4933.89,0
22616,27,Female,Master,Married,3,Salaried,0.1,Technician,21856.65,1821.39,618,3,2224.89,1.0,1,0,21880.77,48,Medical,23.62,0.102,1.001,708.76,0.389,210190.08,Condo,,17738.02,169.48,0
22617,21,Female,Bachelor,Married,3,Salaried,5.5,Professional,30679.36,2556.61,671,0,160449.13,1.0,0,0,47523.78,36,Medical,24.25,2.0,1.549,1870.74,0.732,244924.62,House,,1840.49,142.48,0
22618,47,Male,High School,Single,0,Contract,3.8,Professional,83140.62,6928.38,793,4,3225.35,,2,0,40208.87,36,Education,8.57,0.039,0.484,1270.6,0.183,359681.64,House,3.3,513.62,404.87,0
22619,44,Female,Bachelor,Married,1,Self-Employed,0.7,Other,56247.1,4687.26,749,4,2406.98,23.1,0,0,21068.51,48,Debt Consolidation,17.04,0.043,0.375,608.37,0.13,532216.98,Apartment,12.4,2157.21,261.84,0
22620,28,Female,Master,Single,1,Salaried,2.1,Service,181645.34,15137.11,647,0,168263.15,2.3,3,0,17627.74,48,Business,17.7,0.926,0.097,515.06,0.034,163715.16,None,8.8,10226.78,304.82,1
22621,30,Female,High School,Married,1,Salaried,5.2,Service,44256.26,3688.02,503,0,58601.06,2.1,3,0,55864.67,12,Other,12.68,1.324,1.262,4981.3,1.0,366803.87,Apartment,2.3,3475.29,1836.19,1
22622,30,Female,Master,Married,0,Salaried,1.5,Service,209546.89,17462.24,742,1,114966.48,,6,0,30673.22,24,Home Improvement,9.57,0.549,0.146,1409.33,0.081,283885.98,House,2.5,1261.64,5332.1,1
22623,21,Female,Bachelor,Divorced,1,Salaried,4.4,Professional,100005.04,8333.75,524,1,4407.06,6.9,1,0,141495.0122733788,36,Medical,19.22,0.044,0.271,995.68,0.119,250000.44,Apartment,5.0,206.79,30219.42,0
22624,33,Female,Master,Single,0,Salaried,5.5,Technician,104666.44,8722.2,667,1,953.8,9.0,0,1,10914.76,36,Business,21.82,0.009,0.104,415.82,0.048,215042.61,House,4.9,,1413.19,0
22625,28,Male,High School,Divorced,2,Salaried,1.8,Sales,20844.3,1737.02,596,2,30080.73,15.1,2,0,20185.43,12,Business,12.27,1.443,0.968,1796.0,1.0,428493.28,None,30.0,2147.05,3406.3,0
22626,21,Female,Bachelor,Married,1,Salaried,4.2,Service,20000.0,1666.67,771,2,1462.32,11.7,2,0,21698.44,36,Education,23.67,0.073,1.085,847.54,0.509,207762.58,House,9.4,15.24,228.76,0
22627,70,Female,Master,Single,1,Self-Employed,5.0,Manager,112564.02,9380.34,582,3,85971.95,1.0,2,0,46210.36,36,Debt Consolidation,5.41,0.764,0.411,1393.49,0.149,397772.15,None,1.2,8463.43,1889.38,1
22628,45,Female,High School,Married,2,Contract,3.5,Technician,35489.0,2957.42,543,3,6663.33,8.1,1,0,10962.65,12,Debt Consolidation,13.0,0.188,0.309,979.15,0.331,140330.98,Condo,1.9,2532.99,9500.19,0
22629,57,Male,Bachelor,Married,0,Salaried,0.1,Other,34912.66,2909.39,667,2,272996.2323707234,1.0,1,0,69627.06,24,Medical,20.29,1.512,1.994,3553.6,1.0,383481.99,House,1.7,6995.72,114.4,0
22630,54,Male,bachelor,Married,3,Salaried,,Other,85296.1,7108.01,597,2,9588.23,1.6,3,1,10310.45,60,Debt Consolidation,18.26,0.112,0.121,263.28,0.037,,Condo,18.6,,4188.92,0
22631,39,Female,bachelor,Divorced,1,Salaried,7.4,Technician,32630.35,2719.2,665,1,40737.49,8.8,0,0,34354.7,24,Other,14.91,1.248,1.053,1664.28,0.612,112996.29,None,7.5,1757.62,4332.07,0
22632,44,Male,Master,Single,0,Contract,1.9,Service,20614.86,1717.9,672,2,2356.82,1.6,2,1,12399.04,24,Other,18.49,0.114,0.601,621.95,0.362,144635.47,House,1.6,6847.93,73.34,1
22633,53,Female,High School,Single,1,Self-Employed,4.2,Sales,38603.73,3216.98,716,2,46044.13,14.0,1,0,38954.91,24,Debt Consolidation,17.39,1.193,1.009,1933.33,0.601,248369.89,House,1.0,274.12,277.5,1
22634,70,Male,masters,Divorced,2,Unemployed,2.6,Other,96500.77,8041.73,609,0,8626.15,5.3,1,0,100000.0,60,Home Improvement,17.15,0.089,1.036,2493.33,0.31,166965.29,House,3.6,1175.36,13974.11,0
22635,21,Female,Bachelor,Married,0,Contract,15.1,Service,20000.0,1666.67,652,1,3996.72,17.1,1,1,35752.44,60,Debt Consolidation,16.18,0.2,1.788,872.85,0.524,97893.53,House,25.8,12382.81,417.5,1
