property_id,neighborhood,zip_code,distance_to_downtown_km,distance_to_school_km,distance_to_metro_km,property_type,year_built,property_age,lot_size_sqft,living_area_sqft,num_bedrooms,num_bathrooms,num_floors,num_rooms,overall_quality,overall_condition,has_garage,garage_size_cars,has_basement,basement_sqft,has_pool,has_fireplace,num_fireplaces,central_air,heating_type,roof_style,exterior_material,years_since_remodel,kitchen_quality,months_since_last_sale,sale_season,sale_type,school_rating,crime_rate_per_1000,sale_price
30897,Suburb_West,10009,22.3,1.6,5.2,Condo,,9,14919,1437,4,2.5,2,6,8,9,1,2.0,1,408.0,0,0,0,Yes,Oil,Gable,Brick,8.0,Good,13,Fall,Normal,8.2,1.8,417084.05
30898,Suburb_East,10015,8.4,3.3,6.1,Single Family,,26,12395,2357,4,2.0,1,7,8,5,1,3.0,1,1864.0,0,0,0,Yes,Electric,Gable,Wood,1.0,Average,1,Winter,Short Sale,5.8,7.8,322057.78
30899,Suburb_West,10001,6.7,0.9,1.1,Single Family,1990.0,34,4696,1470,2,1.0,2,3,7,6,1,1.0,1,111.0,0,1,1,Yes,Gas,Gable,Wood,1.0,Good,42,Winter,New,8.7,1.3,159557.88
30900,Suburb_South,10003,1.8,4.5,3.6,Single Family,2002.0,22,12544,2561,4,1.0,1,6,7,6,1,3.0,1,827.0,0,0,0,Yes,Electric,Flat,Brick,3.0,Good,53,Fall,Normal,7.9,3.3,265694.83
30901,Suburb_West,10019,4.0,0.9,7.2,Single Family,1990.0,34,3394,1546,3,3.0,1,5,7,3,1,1.0,0,0.0,1,0,0,Yes,Oil,Flat,Brick,,Average,84,Fall,Normal,7.8,3.7,90711.6
30902,Suburb_West,10017,8.9,1.7,7.0,Single Family,2011.0,13,6246,1105,3,2.5,1,5,8,3,1,2.0,1,488.0,0,0,0,Yes,Other,Gable,Stucco,23.0,Average,88,Spring,Normal,7.7,3.1,94314.79
30903,Suburb_West,10009,10.7,3.1,1.2,Multi-family,1966.0,58,2752,3244,4,3.0,2,5,6,5,0,0.0,1,132.0,0,1,3,Yes,Gas,Gable,Vinyl,0.0,Fair,27,Fall,Normal,8.6,11.0,170298.63
30904,Suburb_North,10015,19.6,1.9,6.8,Single Family,2003.0,21,7509,2324,3,2.5,2,6,6,7,1,1.0,1,103.0,0,0,0,Yes,Gas,Gable,Wood,7.0,Good,27,Fall,Foreclosure,6.5,3.1,367842.26
30905,Suburb_South,10001,5.8,2.4,3.4,Townhouse,1945.0,79,3735,1457,2,3.0,2,3,5,7,1,,1,629.0,0,0,0,Yes,Gas,Gable,Vinyl,50.0,Good,50,Fall,Normal,10.0,2.4,120581.86
30906,Suburb_East,10006,4.2,2.5,7.0,Condo,1973.0,51,11074,1413,4,3.0,2,6,8,4,1,2.0,1,406.0,0,1,2,Yes,Gas,Hip,Brick,2.0,Average,27,Summer,Short Sale,7.7,2.6,98496.31
30907,Downtown,10018,1.6,1.5,3.8,Single Family,2023.0,1,4629,1895,4,3.0,2,6,2,8,1,3.0,1,912.0,0,0,0,Yes,Electric,Gable,Stone,,Average,18,Fall,Normal,7.1,31.4,1026313.9044802894
30908,Downtown,10008,5.7,2.3,6.9,Single Family,1970.0,54,17725,1500,1,2.0,2,4,5,2,1,2.0,0,,0,1,1,Yes,Oil,Flat,Wood,4.0,Good,14,Summer,Normal,9.7,3.1,44833.72
30909,Suburb_South,10001,11.5,5.6,7.0,Single Family,,1,5763,2604,1,1.5,1,2,4,2,1,1.0,0,0.0,0,0,0,Yes,Gas,Mansard,Vinyl,31.0,Fair,52,Fall,Normal,,9.4,60529.01
30910,Suburb_South,10015,6.3,8.2,5.4,Single Family,2011.0,13,6922,944,2,2.0,2,4,8,1,0,0.0,1,688.0,0,1,1,Yes,Gas,Gable,Brick,34.0,Average,43,Summer,Normal,8.0,5.9,20216.65
30911,Suburb_East,10003,9.3,2.8,9.4,Single Family,2005.0,19,11426,1045,4,1.5,2,5,6,8,1,2.0,1,529.0,1,1,3,Yes,Gas,Hip,Stucco,10.0,Average,52,Winter,Normal,7.4,5.5,192381.14
30912,Suburb_North,10009,4.0,4.7,8.2,Condo,1959.0,65,5259,2390,3,1.0,1,4,5,5,1,2.0,0,0.0,0,0,0,Yes,Gas,Hip,Wood,3.0,Fair,191,Winter,Normal,8.2,2.1,147924.52
30913,Suburb_West,10014,3.3,3.3,5.2,Townhouse,1999.0,25,13019,684,1,2.0,2,2,6,3,1,2.0,1,491.0,0,1,1,Yes,Oil,Hip,Vinyl,19.0,Fair,240,Fall,Normal,10.0,7.7,40574.57
30914,Suburb_North,10000,6.2,10.6,6.0,Single Family,1978.0,46,8111,2489,5,2.0,2,8,3,5,1,2.0,1,1088.0,0,1,1,Yes,Electric,Gable,Stone,1.0,Good,46,Summer,Normal,7.7,3.8,82873.29
30915,Suburb_West,10007,18.6,2.5,4.5,Condo,1974.0,50,12953,2161,4,3.0,1,7,6,5,0,0.0,0,0.0,0,1,1,Yes,Gas,Hip,Wood,7.0,Average,2,Winter,Normal,5.4,11.9,132394.76
30916,Suburb_South,10014,5.2,2.0,5.1,Condo,1967.0,57,9671,896,3,2.0,2,4,7,5,1,2.0,1,36.0,0,0,0,Yes,Oil,Gable,Stucco,10.0,Average,206,Spring,Normal,5.4,1.1,80958.95
30917,Suburb_West,10018,2.2,2.6,4.2,Multi-family,1958.0,66,18819,2702,4,3.5,2,7,6,5,1,2.0,0,0.0,0,0,0,No,Gas,Gable,Vinyl,0.0,Average,24,Summer,Short Sale,5.4,3.3,151518.95
30918,Rural,10011,7.2,7.8,1.3,Single Family,1988.0,36,28189,1930,3,2.0,2,5,5,5,1,0.0,0,0.0,0,0,0,Yes,Oil,Gable,Brick,14.0,Fair,39,Spring,Foreclosure,4.6,4.8,73587.09
30919,Suburb_West,10010,4.9,6.5,4.9,Condo,1980.0,44,5697,1583,4,2.0,1,6,5,9,1,2.0,0,,0,0,0,Yes,Gas,Gable,Brick,34.0,Average,4,Summer,Normal,9.9,2.7,181834.34
30920,Suburb_North,10016,6.7,1.7,1.7,Single Family,2023.0,1,17799,1565,1,3.0,2,4,7,8,0,0.0,0,0.0,0,0,0,Yes,Gas,Hip,Wood,7.0,Average,24,Summer,Normal,9.6,13.2,279638.24
30921,Suburb_South,10011,6.5,7.4,4.0,Townhouse,1978.0,46,3236,2274,4,2.0,3,7,7,10,1,1.0,1,621.0,0,0,0,Yes,Gas,Hip,Wood,7.0,Average,30,Spring,Short Sale,5.9,4.0,379351.09
30922,Suburb_South,10008,18.2,2.9,2.7,Single Family,1973.0,51,6077,1270,4,2.5,1,7,6,5,1,1.0,1,344.0,0,0,0,Yes,Gas,Gable,Brick,23.0,Fair,42,Spring,Normal,8.9,2.8,86487.54
30923,Downtown,10001,8.8,1.4,2.1,Single Family,2019.0,5,8929,2193,6,1.0,2,9,6,7,1,2.0,1,,0,0,0,Yes,Gas,Hip,Stucco,15.0,Good,50,Summer,Normal,3.5,2.9,355260.38
30924,Suburb_North,10004,3.2,4.6,13.2,Condo,1935.0,89,14278,1018,4,1.0,2,5,8,10,0,0.0,1,135.0,0,1,1,Yes,Gas,Gable,Brick,2.0,Good,151,Winter,Normal,,2.5,136568.23
30925,downtown,10000,21.7,4.7,11.0,Single Family,1978.0,46,14024,3321,3,3.0,3,5,6,6,1,3.0,1,2383.0,0,0,0,No,Electric,Gable,Vinyl,1.0,Average,6,Fall,Normal,6.6,1.5,219460.62
30926,Suburb_North,10013,6.1,4.0,14.2,Multi-family,1943.0,81,10453,2327,3,2.0,1,4,8,6,1,1.0,1,1578.0,0,0,0,Yes,Gas,Gable,Vinyl,8.0,Good,23,Spring,Normal,4.3,2.5,154863.14
30927,Suburb_North,10009,4.1,1.3,1.8,Condo,,40,4614,1542,1,3.0,2,3,6,7,0,0.0,1,168.0,0,1,1,Yes,Gas,Gable,Brick,44.0,Good,102,Winter,Normal,7.6,2.5,146638.66
30928,Suburb_North,10017,7.9,1.3,5.7,Single Family,2012.0,12,23558,1427,3,1.0,1,5,6,7,1,0.0,1,35.0,0,1,1,No,Electric,Gable,Wood,5.0,Good,24,Summer,Normal,6.3,2.0,155619.42
30929,Suburb_North,10016,11.7,2.8,5.3,Single Family,1962.0,62,8070,1768,2,3.5,2,4,6,9,1,1.0,0,0.0,0,0,0,No,Electric,Gable,Vinyl,12.0,Fair,83,Fall,Normal,7.5,1.7,144008.3
30930,downtown,10012,3.4,0.9,4.0,Townhouse,1980.0,44,10833,1291,4,2.5,1,7,5,6,1,2.0,0,0.0,0,1,1,Yes,Electric,Gable,Wood,24.0,Excellent,30,Fall,Normal,5.6,6.1,86140.32
30931,Suburb_West,10004,7.8,0.6,13.7,Townhouse,,1,12960,2331,4,2.0,2,7,7,5,1,0.0,1,1772.0,0,0,0,No,Electric,Gable,Vinyl,,Good,113,Fall,Normal,5.8,3.4,333525.85
30932,suburban,10006,19.1,1.6,6.1,Condo,2012.0,12,11492,1996,4,2.0,3,7,7,5,1,,0,0.0,0,1,2,Yes,Electric,Hip,Stucco,4.0,Poor,30,Spring,Normal,6.8,4.3,232348.37
30933,Suburb_South,10012,7.0,8.2,8.0,Single Family,,1,13121,1281,4,1.5,1,6,4,9,1,1.0,0,0.0,0,0,0,Yes,Electric,Flat,Vinyl,,Excellent,48,Spring,Normal,,9.0,197860.99
30934,Suburb_West,10018,50.0,2.0,7.4,Condo,2014.0,10,6230,2288,4,2.0,2,5,4,6,0,0.0,1,257.0,0,0,0,No,Electric,Gable,Vinyl,14.0,Good,8,Summer,New,6.5,6.7,128556.85
30935,Downtown,10014,3.6,2.8,3.4,Multi-family,,83,6554,1589,4,2.0,2,7,2,8,1,2.0,0,0.0,0,0,0,Yes,Gas,Hip,Wood,35.0,Good,69,Fall,Normal,6.6,5.5,64313.99
30936,Rural,10009,1.1,3.0,1.3,Single Family,1982.0,42,14310,3303,3,3.0,2,4,6,9,1,0.0,1,647.0,0,1,2,yes,Gas,Hip,Brick,21.0,Average,72,Winter,Normal,7.9,5.4,266477.52
30937,Suburb_South,10012,13.6,1.3,2.2,Townhouse,1958.0,66,10050,2226,4,2.5,1,6,7,7,1,2.0,1,244.0,1,0,0,Yes,Gas,Gable,Brick,3.0,Average,1,Winter,Short Sale,6.5,29.4,260251.79
30938,Suburb_West,10018,3.4,3.7,3.3,Condo,2017.0,7,4045,1161,3,1.5,1,5,7,5,0,,1,219.0,0,1,1,yes,Gas,Hip,Stucco,5.0,Good,80,Fall,Normal,4.8,1.8,160083.34
30939,Suburb_West,10000,3.7,1.8,2.3,Single Family,2010.0,14,4920,2595,4,2.0,2,6,7,6,1,2.0,0,,0,0,0,Yes,Gas,Hip,Brick,27.0,Poor,24,Winter,New,4.2,5.5,339337.02
30940,Downtown,10018,10.1,3.2,5.9,Townhouse,2023.0,1,7520,1018,1,2.0,1,4,7,7,1,0.0,0,0.0,0,0,0,Yes,Gas,Gable,Brick,34.0,Fair,2,Fall,Short Sale,6.7,5.7,167135.14
30941,Suburb_East,10010,8.8,6.4,2.7,Condo,1964.0,60,17101,5337,2,1.5,2,4,1,5,1,2.0,1,1603.0,0,0,0,Yes,Electric,Gable,Wood,14.0,Good,14,Fall,Normal,7.5,2.4,24660.31
30942,Suburb_South,10001,2.2,3.1,12.1,Townhouse,2004.0,20,19046,1897,2,2.5,1,3,7,7,1,2.0,0,0.0,0,0,0,Yes,Gas,Flat,Wood,16.0,Average,15,Spring,Foreclosure,,6.3,206914.37
30943,Suburb_East,10007,9.0,10.3,4.6,single family,1974.0,50,10074,1095,3,2.0,2,4,9,8,1,1.0,1,374.0,0,0,0,Yes,Gas,Flat,Wood,10.0,Average,11,Summer,Normal,7.6,6.1,160189.49
30944,Suburb_North,10003,12.9,3.8,2.2,Multi-family,1963.0,61,13399,1362,2,2.0,1,5,4,6,1,3.0,0,0.0,0,0,0,Yes,Gas,Gable,Wood,19.0,Good,45,Summer,Normal,3.4,4.7,64754.34
30945,Suburb_North,10013,7.3,7.6,3.0,Townhouse,1978.0,46,3600,1047,3,2.0,2,6,8,8,1,1.0,0,0.0,0,0,0,Yes,Gas,Gable,Brick,14.0,Good,102,Spring,Normal,3.5,3.9,169699.8
30946,Downtown,10002,16.2,3.5,4.0,Single Family,2005.0,19,8767,1543,4,2.0,2,7,5,6,1,1.0,0,0.0,0,0,0,Yes,Electric,Gable,Vinyl,8.0,Good,60,Fall,Normal,8.9,9.9,195880.88
30947,Suburb_East,10010,23.9,3.5,2.3,Townhouse,1973.0,51,7971,1100,5,1.5,1,7,4,5,1,,0,,0,0,0,Yes,Oil,Hip,Vinyl,11.0,Poor,20,Summer,Normal,6.3,2.2,57455.87
30948,Suburb_West,10011,10.5,1.9,4.3,Single Family,2011.0,13,3630,1134,4,3.5,1,5,7,8,1,2.0,1,652.0,1,1,2,Yes,Gas,Gable,Wood,2.0,Fair,240,Summer,Normal,7.1,3.1,231062.75
30949,Suburb_East,10010,3.0,6.3,4.3,Multi-family,1949.0,75,6715,2329,4,2.0,1,5,9,9,1,3.0,1,1247.0,0,1,1,Yes,Gas,Gable,Brick,9.0,Average,41,Fall,Normal,4.5,9.2,312297.59
30950,Suburb_North,10004,2.9,2.8,2.7,Condo,1992.0,32,13376,825,2,1.0,1,5,10,8,1,2.0,1,629.0,1,0,0,Yes,Electric,Hip,Brick,18.0,Average,33,Winter,Normal,8.4,6.0,168389.08
30951,Downtown,10014,3.2,1.8,1.6,Single Family,2001.0,23,18094,1899,2,1.5,1,3,2,6,1,2.0,0,0.0,1,1,1,No,Gas,Hip,Wood,13.0,Fair,51,Winter,Normal,7.2,13.2,757511.2778260318
30952,Rural,10009,4.7,3.0,3.4,Single Family,1996.0,28,7343,1708,3,2.0,1,4,7,5,1,1.0,0,,0,1,2,No,Electric,Hip,Brick,,Average,31,Winter,Normal,8.6,1.7,101258.61
30953,downtown,10001,4.5,1.1,3.2,Single Family,1977.0,47,14422,2311,4,1.5,2,5,7,5,1,,1,1601.0,0,1,1,Yes,Electric,Gable,Vinyl,43.0,Fair,17,Fall,Normal,5.8,6.2,129663.38
30954,suburban,10016,6.4,3.4,2.0,Single Family,1980.0,44,7480,2265,3,2.0,2,4,6,7,1,2.0,0,0.0,0,0,0,Yes,Gas,Hip,Stucco,19.0,Excellent,3,Summer,New,7.0,17.5,259054.54
30955,Downtown,10003,15.4,2.3,9.6,Single Family,1947.0,77,12294,2010,4,2.0,2,5,8,6,1,2.0,0,0.0,0,0,0,Yes,Gas,Mansard,Brick,4.0,Average,96,Winter,Normal,6.1,3.9,176415.0
30956,Suburb_South,10014,10.9,3.5,5.4,Townhouse,,64,14505,1595,3,2.5,3,4,5,9,1,1.0,0,,1,0,0,Yes,Gas,Hip,Vinyl,12.0,Fair,90,Winter,Normal,6.3,6.5,184508.4
30957,Downtown,10016,3.5,1.4,3.4,Single Family,1950.0,74,6211,847,3,2.5,1,6,7,7,1,1.0,1,366.0,0,0,0,Yes,Gas,Hip,Brick,23.0,Average,174,Spring,New,8.2,2.5,88323.78
30958,Rural,10000,5.1,3.3,4.2,Multi-family,1967.0,57,7091,1224,3,1.0,2,5,6,7,1,0.0,1,375.0,0,0,0,Yes,Gas,Flat,Wood,50.0,Good,78,Winter,Short Sale,10.0,3.2,80516.65
30959,Suburb_North,10018,9.0,0.8,1.6,Single Family,1977.0,47,5958,1575,3,2.0,2,4,8,3,1,2.0,0,,0,1,1,Yes,Gas,Hip,Wood,39.0,Average,24,Summer,Foreclosure,9.2,6.5,128484.63
30960,Suburb_South,10003,11.4,4.3,3.0,Single Family,1976.0,48,3771,2371,3,1.5,1,4,5,7,1,3.0,0,0.0,0,0,0,Yes,Oil,Flat,Stone,14.0,Average,20,Spring,Normal,3.4,6.8,149466.76
30961,Suburb_South,10019,5.2,4.9,7.9,Single Family,1992.0,32,42231,2177,2,2.5,1,4,4,4,1,1.0,1,1568.0,0,1,2,Yes,Electric,Hip,Vinyl,8.0,Good,1,Summer,Normal,1.5,13.8,76370.26
30962,Suburb_East,10015,9.0,3.1,5.7,Condo,1966.0,58,13384,839,4,2.0,1,7,9,7,1,1.0,0,0.0,0,1,1,Yes,Gas,Hip,Brick,1.0,Good,124,Fall,Normal,6.3,17.4,145854.28
30963,Suburb_West,10010,5.2,1.1,5.6,Single Family,1956.0,68,3085,2101,5,2.0,1,8,6,5,1,2.0,1,946.0,0,1,1,Yes,Oil,Hip,Stucco,2.0,Fair,81,Summer,Normal,7.5,32.6,143726.73
30964,Downtown,10003,5.0,3.5,2.8,Single Family,1949.0,75,12173,2456,2,2.0,1,5,7,6,1,1.0,0,0.0,0,0,0,Yes,Oil,Gable,Stone,9.0,Good,64,Fall,Normal,9.3,4.9,186711.84
30965,Downtown,10004,3.1,1.9,1.8,Multi-family,1991.0,33,5414,1205,4,2.5,1,7,4,1,0,0.0,1,444.0,0,1,2,Yes,Gas,Flat,Wood,5.0,Good,16,Summer,Normal,4.9,7.7,14897.77
30966,Suburb_East,10003,17.2,2.5,5.6,Single Family,1940.0,84,20219,2125,3,1.5,2,5,7,3,1,2.0,1,510.0,0,0,0,Yes,Gas,Gable,Vinyl,1.0,Good,9,Winter,Normal,,7.9,793667.0416679286
30967,Downtown,10009,6.1,2.3,7.8,Condo,2000.0,24,10285,1949,4,1.0,1,6,3,6,1,3.0,0,0.0,1,0,0,No,Electric,Gable,Brick,13.0,Fair,88,Summer,Normal,5.5,2.2,122124.62
30968,Suburb_West,10001,15.6,3.0,2.3,Condo,1962.0,62,9751,1486,3,2.5,1,6,7,5,0,0.0,0,0.0,0,1,1,Yes,Gas,Gable,Brick,41.0,Average,187,Fall,Normal,5.0,6.1,912899.7337073686
30969,Suburb_North,10006,3.0,1.7,3.7,single family,1983.0,41,24237,1144,3,2.0,2,5,5,2,1,2.0,1,469.0,0,0,0,Yes,Gas,Hip,Brick,19.0,Fair,2,Fall,Normal,7.8,1.5,39385.69
30970,Suburb_North,10001,6.2,2.3,6.8,Condo,1994.0,30,13456,2440,1,1.0,2,3,8,9,0,0.0,1,1764.0,0,0,0,Yes,Gas,Flat,Brick,6.0,Average,12,Fall,Normal,7.6,0.5,344683.17
30971,downtown,10009,5.4,2.4,2.1,Single Family,1960.0,64,3793,5963,4,1.0,2,7,4,6,1,3.0,1,861.0,0,0,0,yes,Electric,Flat,Stucco,25.0,Good,31,Summer,Normal,7.0,6.7,59142.79
30972,Rural,10004,3.1,5.1,4.2,Condo,1964.0,60,9573,1988,3,3.5,2,6,3,7,1,0.0,1,1144.0,0,0,0,Yes,Gas,Hip,Stone,7.0,Excellent,22,Fall,Normal,9.1,8.1,70015.56
30973,Downtown,10013,11.5,8.4,3.2,Townhouse,2022.0,2,67181,2687,3,3.5,2,6,7,8,1,,1,,0,0,0,Yes,Gas,Hip,Stucco,0.0,Average,51,Winter,New,6.2,7.9,744467.66
30974,Suburb_West,10011,9.8,1.0,3.2,Single Family,1996.0,28,5990,2831,4,2.5,2,7,4,7,1,,1,663.0,0,1,2,Yes,Gas,Gable,Brick,9.0,Average,48,Fall,Foreclosure,5.0,16.1,94968.81
30975,Suburb_West,10004,5.8,2.2,3.3,Single Family,1982.0,42,3310,2870,2,2.0,2,3,7,3,0,0.0,0,,0,1,1,Yes,Gas,Gable,Vinyl,14.0,Good,17,Winter,Short Sale,,0.9,123477.68
30976,Suburb_North,10009,3.7,2.7,1.6,Townhouse,2021.0,3,5409,1837,4,2.0,1,5,7,8,1,1.0,0,0.0,0,0,0,Yes,Gas,Gable,Brick,45.0,Average,24,Winter,Normal,10.0,2.9,372242.14
30977,Suburb_West,10013,3.5,6.0,2.1,Single Family,,29,14721,1672,3,2.0,3,4,8,5,1,0.0,0,0.0,0,1,2,Yes,Gas,Gable,Wood,12.0,Fair,33,Winter,Normal,5.3,2.2,168047.49
30978,downtown,10000,12.5,3.9,3.1,Single Family,1962.0,62,6075,1222,3,1.5,2,6,10,8,1,0.0,0,0.0,1,1,1,Yes,Gas,Gable,Wood,6.0,Average,24,Summer,Normal,7.9,3.8,168979.23
30979,Downtown,10010,19.9,5.6,2.2,Multi-family,2023.0,1,10421,1293,3,3.5,2,4,4,4,1,2.0,1,,0,0,0,Yes,Gas,Hip,Stucco,31.0,Fair,8,Winter,Normal,8.9,12.6,110773.22
30980,Downtown,10007,36.5,3.2,3.2,Single Family,,18,3393,965,4,1.0,2,5,6,9,0,0.0,1,247.0,1,0,0,Yes,Gas,Gable,Vinyl,29.0,Average,50,Spring,Normal,8.6,4.3,179069.94
30981,Suburb_North,10004,50.0,1.4,6.3,Single Family,1993.0,31,7243,1629,3,2.0,2,6,5,5,1,2.0,1,988.0,0,1,1,Yes,Gas,Flat,Wood,25.0,Average,13,Spring,Short Sale,6.5,7.0,91537.84
30982,Downtown,10001,3.4,1.7,15.5,Townhouse,2023.0,1,9734,2459,2,2.5,1,5,6,6,1,3.0,1,1578.0,0,0,0,Yes,Oil,Gable,Vinyl,12.0,Fair,41,Spring,Normal,8.2,4.6,422270.21
30983,Suburb_West,10008,6.8,2.0,5.2,Single Family,1958.0,66,6688,1613,4,2.5,2,5,1,6,1,2.0,1,301.0,0,1,1,Yes,Gas,Gable,Brick,13.0,Average,89,Fall,New,10.0,3.3,30112.5
30984,Rural,10015,7.8,4.4,4.2,Townhouse,1988.0,36,33566,1535,3,1.0,2,5,6,8,1,2.0,1,1016.0,0,1,1,Yes,Electric,Gable,Wood,37.0,Good,61,Winter,Normal,,2.7,180742.7
30985,Suburb_North,10006,8.9,3.4,25.0,Townhouse,1990.0,34,9376,1654,2,2.5,1,3,7,5,1,1.0,0,0.0,0,0,0,Yes,Electric,Hip,Brick,,Fair,162,Summer,Normal,3.8,6.5,104489.45
30986,Suburb_West,10014,1.2,9.2,21.4,Townhouse,1992.0,32,8190,2455,2,2.5,2,5,2,6,1,3.0,1,102.0,0,0,0,Yes,Gas,Gable,Wood,50.0,Average,47,Summer,Foreclosure,4.7,8.5,68864.8
30987,Downtown,10017,1.4,1.2,3.9,Single Family,1969.0,55,6019,1881,3,2.0,2,4,6,8,1,2.0,1,1356.0,0,1,2,Yes,Gas,Mansard,Wood,11.0,Average,6,Winter,New,7.0,6.5,260447.82
30988,Downtown,10015,7.1,4.7,2.9,Single Family,2013.0,11,7903,1918,4,3.0,3,6,6,7,1,1.0,1,906.0,1,0,0,Yes,Gas,Flat,Brick,4.0,Good,2,Fall,Normal,6.0,1.3,309028.12
30989,Suburb_South,10001,3.1,4.7,19.0,Single Family,2022.0,2,15760,1129,4,1.0,2,6,4,6,1,1.0,1,632.0,0,1,1,Yes,Oil,Hip,Brick,0.0,Average,206,Fall,Normal,7.3,10.4,164760.17
30990,Suburb_West,10009,27.1,3.2,5.5,Townhouse,2006.0,18,28242,1183,4,1.0,2,7,6,9,0,,1,306.0,0,0,0,Yes,Oil,Gable,Vinyl,43.0,Average,1,Summer,Normal,10.0,3.2,160646.87
30991,Suburb_West,10013,2.6,5.2,4.6,Condo,1960.0,64,4471,829,5,2.0,1,8,7,7,1,0.0,0,0.0,1,1,2,Yes,Oil,Hip,Vinyl,2.0,Good,36,Fall,Normal,6.3,2.6,103361.18
30992,Downtown,10010,2.6,1.5,10.1,Single Family,1956.0,68,5852,2548,3,1.5,2,4,6,2,1,0.0,1,1047.0,0,1,1,Yes,Gas,Gable,Brick,0.0,Average,126,Summer,New,8.3,3.2,73919.52
30993,Suburb_West,10000,4.3,1.8,4.5,Single Family,1987.0,37,9891,1695,4,2.5,2,6,3,8,1,2.0,1,374.0,0,1,2,Yes,Gas,Hip,Wood,32.0,Good,35,Winter,Normal,10.0,3.5,106504.23
30994,Downtown,10010,2.3,2.7,2.5,Townhouse,1978.0,46,11102,1608,1,2.5,2,4,7,5,1,1.0,1,291.0,0,0,0,Yes,Gas,Gable,Stucco,10.0,Average,45,Spring,Normal,9.1,2.6,116644.78
30995,Suburb_North,10017,10.9,1.7,6.5,Single Family,2009.0,15,14248,1675,4,2.5,2,6,7,5,1,0.0,1,1158.0,0,0,0,Yes,Oil,Gable,Brick,21.0,Poor,105,Fall,Normal,6.3,4.9,162942.11
30996,Suburb_West,10001,12.7,10.0,1.9,Multi-family,,48,12144,1773,4,1.5,1,5,7,4,1,1.0,1,126.0,0,1,2,No,Electric,Gable,Vinyl,50.0,Good,164,Fall,Normal,7.5,3.5,125527.76
30997,Suburb_East,10001,8.3,3.5,2.6,Single Family,1994.0,30,11849,3027,3,2.0,2,5,7,4,1,2.0,0,0.0,1,0,0,Yes,Electric,Flat,Stucco,9.0,Average,86,Winter,Short Sale,6.0,4.4,249247.68
30998,Suburb_South,10000,30.2,1.2,3.5,Condo,1978.0,46,3939,1363,4,3.0,1,5,5,4,1,0.0,0,0.0,0,0,0,Yes,Gas,Hip,Vinyl,13.0,Average,131,Summer,Normal,,6.0,81559.75
30999,Suburb_North,10013,6.8,2.1,5.9,Multi-family,1981.0,43,43918,1470,4,2.0,2,6,5,5,1,1.0,1,1102.0,0,0,0,Yes,Gas,Gable,Brick,27.0,Excellent,28,Winter,Foreclosure,9.7,9.5,104927.94
31000,Suburb_South,10008,11.8,3.8,5.3,Single Family,1968.0,56,15758,1851,2,1.0,1,5,6,5,1,2.0,0,0.0,0,1,1,Yes,Electric,Gable,Wood,16.0,Good,67,Winter,Normal,8.4,2.2,100284.88
31001,Downtown,10001,9.4,3.5,2.5,Single Family,2001.0,23,65612,1547,3,3.0,2,6,6,7,0,0.0,1,736.0,0,0,0,No,Electric,Hip,Wood,18.0,Good,142,Fall,Normal,9.9,9.1,261316.18
31002,Suburb_East,10005,2.8,1.6,5.7,Multi-family,2001.0,23,12002,1156,3,2.0,2,5,5,5,1,2.0,1,784.0,0,1,1,Yes,Gas,Gable,Brick,1.0,Average,102,Spring,Normal,4.4,13.4,83700.64
31003,Downtown,10018,6.4,1.5,18.6,Condo,1951.0,73,6009,2369,3,3.5,2,4,9,6,1,2.0,1,540.0,0,0,0,Yes,Gas,Hip,Vinyl,21.0,Good,5,Spring,Foreclosure,,10.9,228201.26
31004,Suburb_West,10009,7.2,4.9,5.4,Single Family,,40,16724,2270,4,2.0,1,7,9,10,1,2.0,1,316.0,0,0,0,Yes,Electric,Gable,Wood,14.0,Fair,11,Spring,Normal,7.7,4.2,402368.73
31005,Suburb_East,10000,2.4,1.4,2.1,Townhouse,1982.0,42,66879,1963,1,2.0,2,3,7,6,0,0.0,0,0.0,0,0,0,Yes,Electric,Hip,Vinyl,3.0,Fair,34,Fall,Normal,6.9,9.4,139835.05
31006,Suburb_North,10013,15.7,4.8,13.2,Townhouse,1989.0,35,3489,2650,1,2.0,1,3,9,7,1,,1,431.0,0,0,0,No,Other,Hip,Vinyl,,Average,77,Winter,Normal,8.6,2.4,365527.45
31007,suburban,10012,6.3,7.9,3.7,Single Family,1974.0,50,2005,3605,5,2.0,1,6,7,7,0,0.0,0,0.0,1,1,1,Yes,Gas,Gable,Brick,10.0,Average,8,Spring,Normal,8.1,4.6,331785.05
31008,Suburb_West,10017,8.5,1.7,6.8,Townhouse,2018.0,6,10184,2607,5,1.0,2,6,7,6,1,2.0,1,,0,0,0,Yes,Oil,Gable,Stucco,6.0,Average,52,Winter,Foreclosure,6.1,8.5,450255.69
31009,Suburb_East,10013,3.0,7.6,9.6,Single Family,1934.0,90,7571,2199,3,2.5,2,6,6,8,1,1.0,0,0.0,0,1,1,Yes,Gas,Hip,Vinyl,,Good,20,Winter,Normal,,3.9,130683.76
31010,Rural,10006,8.5,2.2,2.6,Condo,1988.0,36,8985,1766,4,3.0,3,5,5,7,1,3.0,1,1350.0,0,1,1,Yes,Gas,Gable,Brick,4.0,Average,21,Winter,Normal,6.9,3.9,182655.23
